Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2020-11-23 09:30:00-05:00,116.05000305175781,116.5,116.05000305175781,116.11499786376953,430034,0,0,JPM
2020-11-23 09:31:00-05:00,116.1050033569336,116.37000274658203,115.85009765625,116.28050231933594,89318,0,0,JPM
2020-11-23 09:32:00-05:00,116.30500030517578,116.33999633789062,115.75,115.88999938964844,64314,0,0,JPM
2020-11-23 09:33:00-05:00,115.87000274658203,115.91300201416016,115.66799926757812,115.80999755859375,66153,0,0,JPM
2020-11-23 09:34:00-05:00,115.83000183105469,115.83000183105469,115.56999969482422,115.6500015258789,32224,0,0,JPM
2020-11-23 09:35:00-05:00,115.72000122070312,115.9302978515625,115.62999725341797,115.9302978515625,63317,0,0,JPM
2020-11-23 09:36:00-05:00,115.95999908447266,116.0,115.77999877929688,115.91000366210938,59208,0,0,JPM
2020-11-23 09:37:00-05:00,115.88999938964844,115.90899658203125,115.6500015258789,115.69999694824219,36848,0,0,JPM
2020-11-23 09:38:00-05:00,115.69750213623047,115.93000030517578,115.66999816894531,115.83499908447266,39864,0,0,JPM
2020-11-23 09:39:00-05:00,115.80999755859375,115.9000015258789,115.72000122070312,115.78150177001953,39847,0,0,JPM
2020-11-23 09:40:00-05:00,115.7699966430664,115.80999755859375,115.63999938964844,115.76000213623047,13839,0,0,JPM
2020-11-23 09:41:00-05:00,115.77999877929688,115.83999633789062,115.68000030517578,115.76000213623047,29388,0,0,JPM
2020-11-23 09:42:00-05:00,115.77999877929688,115.9000015258789,115.72760009765625,115.80000305175781,44485,0,0,JPM
2020-11-23 09:43:00-05:00,115.80999755859375,116.0,115.7699966430664,115.97000122070312,45092,0,0,JPM
2020-11-23 09:44:00-05:00,115.95539855957031,115.9800033569336,115.88999938964844,115.9800033569336,32114,0,0,JPM
2020-11-23 09:45:00-05:00,115.94499969482422,116.23999786376953,115.94499969482422,116.1500015258789,85560,0,0,JPM
2020-11-23 09:46:00-05:00,116.13999938964844,116.30000305175781,116.11609649658203,116.2300033569336,27840,0,0,JPM
2020-11-23 09:47:00-05:00,116.2300033569336,116.2300033569336,115.97000122070312,116.04000091552734,21633,0,0,JPM
2020-11-23 09:48:00-05:00,116.05999755859375,116.12000274658203,115.95999908447266,116.11000061035156,16694,0,0,JPM
2020-11-23 09:49:00-05:00,116.0999984741211,116.30999755859375,116.0999984741211,116.29499816894531,25840,0,0,JPM
2020-11-23 09:50:00-05:00,116.29499816894531,116.54000091552734,116.29499816894531,116.54000091552734,99213,0,0,JPM
2020-11-23 09:51:00-05:00,116.52999877929688,116.72000122070312,116.52999877929688,116.62999725341797,74504,0,0,JPM
2020-11-23 09:52:00-05:00,116.62000274658203,116.75,116.58000183105469,116.70999908447266,36619,0,0,JPM
