Date,Open,Close
01/12/1991,2866.280029,3168.830078
01/01/1992,3152.100098,3223.399902
01/02/1992,3223.399902,3267.699951
01/03/1992,3267.699951,3235.5
01/04/1992,3235.5,3359.100098
01/05/1992,3359.100098,3396.899902
01/06/1992,3396.899902,3318.5
01/07/1992,3318.800049,3393.800049
01/08/1992,3393.800049,3257.399902
01/09/1992,3257.399902,3271.699951
01/10/1992,3271.699951,3226.300049
01/11/1992,3226.300049,3305.199951
01/12/1992,3305.199951,3301.110107
01/01/1993,3301.100098,3310
01/02/1993,3310,3370.810059
01/03/1993,3370.800049,3435.110107
01/04/1993,3435.100098,3427.550049
01/05/1993,3439.399902,3527.429932
01/06/1993,3527.399902,3516.080078
01/07/1993,3516.100098,3539.469971
01/08/1993,3539.5,3651.25
01/09/1993,3651.300049,3555.120117
01/10/1993,3555.100098,3680.590088
01/11/1993,3680.600098,3683.949951
01/12/1993,3685.100098,3754.090088
01/01/1994,3754.100098,3978.360107
01/02/1994,3978.399902,3832.02002
01/03/1994,3832,3635.959961
01/04/1994,3634.5,3681.689941
01/05/1994,3681.699951,3758.370117
01/06/1994,3758.399902,3624.959961
01/07/1994,3625,3764.5
01/08/1994,3764.5,3913.419922
01/09/1994,3913.100098,3843.189941
01/10/1994,3843.199951,3908.120117
01/11/1994,3907.780029,3739.22998
01/12/1994,3739.199951,3834.439941
01/01/1995,3834.399902,3843.860107
01/02/1995,3843.899902,4011.050049
01/03/1995,4011.100098,4157.689941
01/04/1995,4157.700195,4321.27002
01/05/1995,4321.299805,4465.140137
01/06/1995,4465.100098,4556.100098
01/07/1995,4556.100098,4708.470215
01/08/1995,4708.5,4610.560059
01/09/1995,4610.200195,4789.080078
01/10/1995,4789.799805,4755.47998
01/11/1995,4753.700195,5074.490234
01/12/1995,5075.600098,5117.120117
01/01/1996,5115.700195,5395.299805
01/02/1996,5394.899902,5485.620117
01/03/1996,5488.200195,5587.140137
01/04/1996,5588.600098,5569.080078
01/05/1996,5567.600098,5643.180176
01/06/1996,5643.899902,5654.629883
01/07/1996,5654.600098,5528.910156
01/08/1996,5528.899902,5616.209961
01/09/1996,5611.799805,5882.169922
01/10/1996,5878.399902,6029.379883
01/11/1996,6027.100098,6521.700195
01/12/1996,6520.600098,6448.27002
01/01/1997,6447.5,6813.089844
01/02/1997,6810.799805,6877.740234
01/03/1997,6874.299805,6583.47998
01/04/1997,6583.5,7009
01/05/1997,7008.990234,7331
01/06/1997,7331,7672.799805
01/07/1997,7678,8222.599609
01/08/1997,8222.799805,7622.399902
01/09/1997,7631.700195,7945.299805
01/10/1997,7948.5,7442.100098
01/11/1997,7445.799805,7823.100098
01/12/1997,7825.120117,7908.299805
01/01/1998,7910.200195,7906.5
01/02/1998,7909.990234,8545.719727
01/03/1998,8544.469727,8799.80957
01/04/1998,8801.55957,9063.370117
01/05/1998,9066.610352,8899.950195
01/06/1998,8900.950195,8952.019531
01/07/1998,8958.990234,8883.290039
01/08/1998,8883.290039,7539.069824
01/09/1998,7545.759766,7842.620117
01/10/1998,7841.330078,8592.099609
01/11/1998,8595.700195,9116.549805
01/12/1998,9116.549805,9181.429688
01/01/1999,9184.009766,9358.830078
01/02/1999,9359.599609,9306.580078
01/03/1999,9307.389648,9786.160156
01/04/1999,9786.44043,10789.04004
01/05/1999,10789.04004,10559.74023
01/06/1999,10561.00977,10970.79981
01/07/1999,10966.04981,10655.15039
01/08/1999,10654.83008,10829.28027
01/09/1999,10828.44043,10336.9502
01/10/1999,10335.69043,10729.86035
01/11/1999,10730.78027,10877.80957
01/12/1999,10876.46973,11497.12012
01/01/2000,11501.84961,10940.53027
01/02/2000,10937.74023,10128.30957
01/03/2000,10128.11035,10921.91992
01/04/2000,10863.28027,10733.91016
01/05/2000,10749.41992,10522.33008
01/06/2000,10532.26953,10447.88965
01/07/2000,10450.36035,10521.98047
01/08/2000,10523.80957,11215.09961
01/09/2000,11219.54004,10650.91992
01/10/2000,10659.05957,10971.13965
01/11/2000,10966.20996,10414.49023
01/12/2000,10416.75977,10787.99023
01/01/2001,10790.91992,10887.36035
01/02/2001,10884.82031,10495.28027
01/03/2001,10493.25,9878.780273
01/04/2001,9877.160156,10734.96973
01/05/2001,10734.04981,10911.94043
01/06/2001,10913.57031,10502.40039
01/07/2001,10504.9502,10522.80957
01/08/2001,10527.37988,9949.75
01/09/2001,9946.980469,8847.55957
01/10/2001,8845.969727,9075.139648
01/11/2001,9087.450195,9851.55957
01/12/2001,9848.929688,10021.57031
01/01/2002,10021.70996,9920
01/02/2002,9923.040039,10106.12988
01/03/2002,10111.04004,10403.94043
01/04/2002,10402.07031,9946.219727
01/05/2002,9944.900391,9925.25
01/06/2002,9923.94043,9243.259766
01/07/2002,9239.25,8736.589844
01/08/2002,8732.580078,8663.5
01/09/2002,8659.269531,7591.930176
01/10/2002,7593.040039,8397.030273
01/11/2002,8395.639648,8896.089844
01/12/2002,8902.950195,8341.629883
01/01/2003,8342.379883,8053.810059
01/02/2003,8053.740234,7891.080078
01/03/2003,7890.240234,7992.129883
01/04/2003,7992.830078,8480.089844
01/05/2003,8478.480469,8850.259766
01/06/2003,8851.450195,8985.44043
01/07/2003,8983.660156,9233.799805
01/08/2003,9232.679688,9415.820313
01/09/2003,9416.669922,9275.05957
01/10/2003,9276.799805,9801.120117
01/11/2003,9802.459961,9782.459961
01/12/2003,9785.349609,10453.91992
01/01/2004,10452.74023,10488.07031
01/02/2004,10487.78027,10583.91992
01/03/2004,10582.25,10357.7002
01/04/2004,10357.51953,10225.57031
01/05/2004,10227.26953,10188.4502
01/06/2004,10187.17969,10435.48047
01/07/2004,10434,10139.70996
01/08/2004,10138.4502,10173.91992
01/09/2004,10170.12012,10080.26953
01/10/2004,10082.04004,10027.46973
01/11/2004,10028.73047,10428.01953
01/12/2004,10425.79981,10783.00977
01/01/2005,10783.75,10489.94043
01/02/2005,10489.71973,10766.23047
01/03/2005,10769.04004,10503.75977
01/04/2005,10504.57031,10192.50977
01/05/2005,10192,10467.48047
01/06/2005,10462.86035,10274.96973
01/07/2005,10273.58984,10640.91016
01/08/2005,10641.78027,10481.59961
01/09/2005,10481.44043,10568.7002
01/10/2005,10569.5,10440.07031
01/11/2005,10440.07031,10805.87012
01/12/2005,10806.03027,10717.5
01/01/2006,10718.29981,10864.86035
01/02/2006,10862.13965,10993.41016
01/03/2006,10993.25,11109.32031
01/04/2006,11113,11367.13965
01/05/2006,11367.78027,11168.30957
01/06/2006,11169.03027,11150.21973
01/07/2006,11149.33984,11185.67969
01/08/2006,11184.79981,11381.15039
01/09/2006,11382.75,11679.07031
01/10/2006,11678.99023,12080.73047
01/11/2006,12080.25,12221.92969
01/12/2006,12220.96973,12463.15039
01/01/2007,12459.54004,12621.69043
01/02/2007,12617.2002,12268.62988
01/03/2007,12268.62988,12354.34961
01/04/2007,12354.51953,13062.91016
01/05/2007,13062.75,13627.63965
01/06/2007,13628.69043,13408.62012
01/07/2007,13409.59961,13211.99023
01/08/2007,13211.08984,13357.74023
01/09/2007,13358.38965,13895.62988
01/10/2007,13895.70996,13930.00977
01/11/2007,13924.16016,13371.71973
01/12/2007,13368.21973,13264.82031
01/01/2008,13261.82031,12650.36035
01/02/2008,12638.16992,12266.38965
01/03/2008,12264.36035,12262.88965
01/04/2008,12266.63965,12820.12988
01/05/2008,12818.33984,12638.32031
01/06/2008,12637.66992,11350.00977
01/07/2008,11344.63965,11378.01953
01/08/2008,11379.88965,11543.95996
01/09/2008,11545.62988,10850.66016
01/10/2008,10847.40039,9325.009766
01/11/2008,9326.040039,8829.040039
01/12/2008,8826.889648,8776.389648
01/01/2009,8772.25,8000.859863
01/02/2009,8000.620117,7062.930176
01/03/2009,7056.47998,7608.919922
01/04/2009,7606.129883,8168.120117
01/05/2009,8167.410156,8500.330078
01/06/2009,8501.530273,8447
01/07/2009,8447.530273,9171.610352
01/08/2009,9173.650391,9496.280273
01/09/2009,9492.320313,9712.280273
01/10/2009,9711.599609,9712.730469
01/11/2009,9712.129883,10344.83984
01/12/2009,10343.82031,10428.04981
01/01/2010,10430.69043,10067.33008
01/02/2010,10068.99023,10325.25977
01/03/2010,10326.09961,10856.62988
01/04/2010,10857.30957,11008.61035
01/05/2010,11009.59961,10136.62988
01/06/2010,10133.94043,9774.019531
01/07/2010,9773.269531,10465.94043
01/08/2010,10468.82031,10014.71973
01/09/2010,10016.00977,10788.04981
01/10/2010,10789.71973,11118.49023
01/11/2010,11120.29981,11006.01953
01/12/2010,11007.23047,11577.50977
01/01/2011,11577.42969,11891.92969
01/02/2011,11892.5,12226.33984
01/03/2011,12226.49023,12319.73047
01/04/2011,12321.01953,12810.54004
01/05/2011,12810.16016,12569.79004
01/06/2011,12569.41016,12414.33984
01/07/2011,12414.33984,12143.24023
01/08/2011,12144.21973,11613.53027
01/09/2011,11613.29981,10913.37988
01/10/2011,10912.09961,11955.00977
01/11/2011,11951.53027,12045.67969
01/12/2011,12046.20996,12217.55957
01/01/2012,12221.19043,12632.91016
01/02/2012,12632.75977,12952.07031
01/03/2012,12952.29004,13212.04004
01/04/2012,13211.36035,13213.62988
01/05/2012,13214.16016,12393.4502
01/06/2012,12391.55957,12880.08984
01/07/2012,12879.70996,13008.67969
01/08/2012,13007.46973,13090.83984
01/09/2012,13092.15039,13437.12988
01/10/2012,13437.66016,13096.45996
01/11/2012,13099.19043,13025.58008
01/12/2012,13027.73047,13104.13965
01/01/2013,13104.29981,13860.58008
01/02/2013,13860.58008,14054.49023
01/03/2013,14054.49023,14578.54004
01/04/2013,14578.54004,14839.79981
01/05/2013,14839.79981,15115.57031
01/06/2013,15123.54981,14909.59961
01/07/2013,14911.59961,15499.54004
01/08/2013,15503.84961,14810.30957
01/09/2013,14801.54981,15129.66992
01/10/2013,15132.49023,15545.75
01/11/2013,15558.00977,16086.41016
01/12/2013,16087.12012,16576.66016
01/01/2014,16572.16992,15698.84961
01/02/2014,15697.69043,16321.70996
01/03/2014,16321.70996,16457.66016
01/04/2014,16458.05078,16580.83984
01/05/2014,16580.25977,16717.16992
01/06/2014,16716.84961,16826.59961
01/07/2014,16828.5293,16563.30078
01/08/2014,16561.69922,17098.44922
01/09/2014,17097.41992,17042.90039
01/10/2014,17040.46094,17390.51953
01/11/2014,17390.90039,17828.24023
01/12/2014,17827.26953,17823.07031
01/01/2015,17823.07031,17164.94922
01/02/2015,17169.99023,18132.69922
01/03/2015,18134.05078,17776.11914
01/04/2015,17778.51953,17840.51953
01/05/2015,17859.26953,18010.67969
01/06/2015,18017.82031,17619.50977
01/07/2015,17638.11914,17689.85938
01/08/2015,17696.74023,16528.0293
01/09/2015,16528.0293,16284.7002
01/10/2015,16278.62012,17663.53906
01/11/2015,17672.61914,17719.91992
01/12/2015,17719.7207,17425.0293
01/01/2016,17405.48047,16466.30078
01/02/2016,16453.63086,16516.5
01/03/2016,16545.66992,17685.08984
01/04/2016,17661.74023,17773.64063
01/05/2016,17783.7793,17787.19922
01/06/2016,17754.55078,17929.99023
01/07/2016,17924.24023,18432.24023
01/08/2016,18434.5,18400.88086
01/09/2016,18396.57031,18308.15039
01/10/2016,18279.59961,18142.41992
01/11/2016,18158.24023,19123.58008
01/12/2016,19149.19922,19762.59961
01/01/2017,19872.85938,19864.08984
01/02/2017,19923.81055,20812.24023
01/03/2017,20957.28906,20663.2207
01/04/2017,20665.16992,20940.50977
01/05/2017,20962.73047,21008.65039
01/06/2017,21030.55078,21349.63086
01/07/2017,21392.30078,21891.11914
01/08/2017,21961.41992,21948.09961
01/09/2017,21981.76953,22405.08984
01/10/2017,22423.4707,23377.24023
01/11/2017,23442.90039,24272.34961
01/12/2017,24305.40039,24719.2207
01/01/2018,24809.34961,26149.39063
01/02/2018,26083.03906,25029.19922
01/03/2018,25024.03906,24103.10938
01/04/2018,24076.59961,24163.15039
01/05/2018,24117.28906,24415.83984
01/06/2018,24542.08984,24271.41016
01/07/2018,24161.5293,25415.18945
01/08/2018,25461.63086,25964.82031
01/09/2018,25916.07031,26458.31055
01/10/2018,26598.35938,25115.75977
01/11/2018,25142.08008,25538.46094
01/12/2018,25779.57031,23327.46094
01/01/2019,23058.60938,24370.09961
