Date,Open,Close
01/01/1950,16.66,17.049999
01/02/1950,17.049999,17.219999
01/03/1950,17.24,17.290001
01/04/1950,17.34,18.07
01/05/1950,18.219999,18.780001
01/06/1950,18.77,17.690001
01/07/1950,17.639999,17.84
01/08/1950,18.02,18.42
01/09/1950,18.549999,19.450001
01/10/1950,19.690001,19.530001
01/11/1950,19.559999,19.51
01/12/1950,19.66,20.41
01/01/1951,20.77,21.66
01/02/1951,21.77,21.799999
01/03/1951,21.85,21.4
01/04/1951,21.32,22.43
01/05/1951,22.530001,21.52
01/06/1951,21.48,20.959999
01/07/1951,21.1,22.4
01/08/1951,22.51,23.280001
01/09/1951,23.280001,23.26
01/10/1951,23.469999,22.940001
01/11/1951,23.1,22.879999
01/12/1951,22.940001,23.77
01/01/1952,23.799999,24.139999
01/02/1952,24.299999,23.26
01/03/1952,23.280001,24.370001
01/04/1952,24.18,23.32
01/05/1952,23.17,23.860001
01/06/1952,23.799999,24.959999
01/07/1952,25.120001,25.4
01/08/1952,25.450001,25.030001
01/09/1952,25.15,24.540001
01/10/1952,24.48,24.52
01/11/1952,24.6,25.66
01/12/1952,25.68,26.57
01/01/1953,26.540001,26.379999
01/02/1953,26.51,25.9
01/03/1953,25.93,25.290001
01/04/1953,25.25,24.620001
01/05/1953,24.73,24.540001
01/06/1953,24.15,24.139999
01/07/1953,24.24,24.75
01/08/1953,24.84,23.32
01/09/1953,23.42,23.35
01/10/1953,23.49,24.540001
01/11/1953,24.66,24.76
01/12/1953,24.780001,24.809999
01/01/1954,24.950001,26.08
01/02/1954,25.99,26.15
01/03/1954,26.25,26.940001
01/04/1954,27.17,28.26
01/05/1954,28.209999,29.190001
01/06/1954,29.190001,29.209999
01/07/1954,29.209999,30.879999
01/08/1954,30.99,29.83
01/09/1954,30.040001,32.310001
01/10/1954,32.290001,31.68
01/11/1954,31.790001,34.240002
01/12/1954,33.990002,35.98
01/01/1955,36.75,36.630001
01/02/1955,36.720001,36.759998
01/03/1955,36.830002,36.580002
01/04/1955,36.950001,37.959999
01/05/1955,38.040001,37.91
01/06/1955,37.959999,41.029999
01/07/1955,41.189999,43.52
01/08/1955,42.93,43.18
01/09/1955,43.369999,43.669998
01/10/1955,42.490002,42.34
01/11/1955,42.279999,45.509998
01/12/1955,45.349998,45.48
01/01/1956,45.16,43.82
01/02/1956,44.029999,45.34
01/03/1956,45.540001,48.48
01/04/1956,48.700001,48.380001
01/05/1956,48.16,45.200001
01/06/1956,45.580002,46.970001
01/07/1956,46.93,49.389999
01/08/1956,49.619999,47.509998
01/09/1956,47.889999,45.349998
01/10/1956,44.700001,45.580002
01/11/1956,46.52,45.080002
01/12/1956,45.98,46.669998
01/01/1957,46.200001,44.720001
01/02/1957,44.619999,43.259998
01/03/1957,43.740002,44.110001
01/04/1957,44.139999,45.740002
01/05/1957,46.02,47.43
01/06/1957,47.369999,47.369999
01/07/1957,47.43,47.91
01/08/1957,47.790001,45.220001
01/09/1957,45.439999,42.419998
01/10/1957,42.759998,41.060001
01/11/1957,40.439999,41.720001
01/12/1957,41.360001,39.990002
01/01/1958,40.330002,41.700001
01/02/1958,42.040001,40.84
01/03/1958,41.130001,42.099998
01/04/1958,41.93,43.439999
01/05/1958,43.540001,44.09
01/06/1958,44.310001,45.240002
01/07/1958,45.279999,47.189999
01/08/1958,47.490002,47.75
01/09/1958,48,50.060001
01/10/1958,49.98,51.330002
01/11/1958,51.560001,52.48
01/12/1958,52.689999,55.209999
01/01/1959,55.439999,55.450001
01/02/1959,55.209999,55.41
01/03/1959,55.73,55.439999
01/04/1959,55.689999,57.59
01/05/1959,57.650002,58.68
01/06/1959,58.630001,58.470001
01/07/1959,58.970001,60.509998
01/08/1959,60.709999,59.599998
01/09/1959,58.869999,56.880001
01/10/1959,56.939999,57.52
01/11/1959,57.41,58.279999
01/12/1959,58.700001,59.889999
01/01/1960,59.91,55.610001
01/02/1960,55.959999,56.119999
01/03/1960,56.009998,55.34
01/04/1960,55.43,54.369999
01/05/1960,54.130001,55.830002
01/06/1960,55.889999,56.919998
01/07/1960,57.060001,55.509998
01/08/1960,55.529999,56.959999
01/09/1960,57.09,53.52
01/10/1960,53.360001,53.389999
01/11/1960,53.939999,55.540001
01/12/1960,55.299999,58.110001
01/01/1961,57.57,61.779999
01/02/1961,61.900002,63.439999
01/03/1961,63.43,65.059998
01/04/1961,65.599998,65.309998
01/05/1961,65.169998,66.559998
01/06/1961,66.559998,64.639999
01/07/1961,65.209999,66.760002
01/08/1961,67.370003,68.07
01/09/1961,68.190002,66.730003
01/10/1961,66.769997,68.620003
01/11/1961,68.730003,71.32
01/12/1961,71.779999,71.550003
01/01/1962,71.550003,68.839996
01/02/1962,68.839996,69.959999
01/03/1962,69.959999,69.550003
01/04/1962,69.550003,65.239998
01/05/1962,65.239998,59.630001
01/06/1962,59.630001,54.75
01/07/1962,54.75,58.23
01/08/1962,58.23,59.119999
01/09/1962,59.119999,56.27
01/10/1962,56.27,56.52
01/11/1962,56.52,62.259998
01/12/1962,62.259998,63.099998
01/01/1963,63.099998,66.199997
01/02/1963,66.309998,64.290001
01/03/1963,64.290001,66.57
01/04/1963,66.57,69.800003
01/05/1963,69.800003,70.800003
01/06/1963,70.800003,69.370003
01/07/1963,69.370003,69.129997
01/08/1963,69.129997,72.5
01/09/1963,72.5,71.699997
01/10/1963,71.699997,74.010002
01/11/1963,74.010002,73.230003
01/12/1963,73.230003,75.019997
01/01/1964,75.019997,77.040001
01/02/1964,77.040001,77.800003
01/03/1964,77.800003,78.980003
01/04/1964,78.980003,79.459999
01/05/1964,79.459999,80.370003
01/06/1964,80.370003,81.690002
01/07/1964,81.690002,83.18
01/08/1964,83.18,81.830002
01/09/1964,81.830002,84.18
01/10/1964,84.18,84.860001
01/11/1964,84.860001,84.419998
01/12/1964,84.419998,84.75
01/01/1965,84.75,87.559998
01/02/1965,87.559998,87.43
01/03/1965,87.43,86.160004
01/04/1965,86.160004,89.110001
01/05/1965,89.110001,88.419998
01/06/1965,88.419998,84.120003
01/07/1965,84.120003,85.25
01/08/1965,85.25,87.169998
01/09/1965,87.169998,89.959999
01/10/1965,89.959999,92.419998
01/11/1965,92.419998,91.610001
01/12/1965,91.610001,92.43
01/01/1966,92.43,92.879997
01/02/1966,92.879997,91.220001
01/03/1966,91.220001,89.230003
01/04/1966,89.230003,91.059998
01/05/1966,91.059998,86.129997
01/06/1966,86.129997,84.739998
01/07/1966,84.739998,83.599998
01/08/1966,83.5,77.099998
01/09/1966,77.099998,76.559998
01/10/1966,76.559998,80.199997
01/11/1966,80.199997,80.449997
01/12/1966,80.449997,80.330002
01/01/1967,80.330002,86.610001
01/02/1967,86.610001,86.779999
01/03/1967,86.779999,90.199997
01/04/1967,90.199997,94.010002
01/05/1967,94.010002,89.080002
01/06/1967,89.080002,90.639999
01/07/1967,90.639999,94.75
01/08/1967,94.75,93.639999
01/09/1967,93.639999,96.709999
01/10/1967,96.709999,93.300003
01/11/1967,93.300003,94
01/12/1967,94,96.470001
01/01/1968,96.470001,92.239998
01/02/1968,92.239998,89.360001
01/03/1968,89.360001,90.199997
01/04/1968,91.110001,97.459999
01/05/1968,97.459999,98.68
01/06/1968,98.720001,99.580002
01/07/1968,99.580002,97.739998
01/08/1968,97.739998,98.860001
01/09/1968,98.860001,102.669998
01/10/1968,102.669998,103.410004
01/11/1968,103.410004,108.370003
01/12/1968,108.370003,103.860001
01/01/1969,103.860001,103.010002
01/02/1969,103.010002,98.129997
01/03/1969,98.129997,101.510002
01/04/1969,101.510002,103.690002
01/05/1969,103.690002,103.459999
01/06/1969,103.459999,97.709999
01/07/1969,97.709999,91.830002
01/08/1969,91.919998,95.510002
01/09/1969,95.510002,93.120003
01/10/1969,93.120003,97.120003
01/11/1969,97.120003,93.809998
01/12/1969,93.809998,92.059998
01/01/1970,92.059998,85.019997
01/02/1970,85.019997,89.5
01/03/1970,89.5,89.629997
01/04/1970,89.629997,81.519997
01/05/1970,81.519997,76.550003
01/06/1970,76.550003,72.720001
01/07/1970,72.720001,78.050003
01/08/1970,78.050003,81.519997
01/09/1970,81.519997,84.300003
01/10/1970,84.300003,83.25
01/11/1970,83.25,87.199997
01/12/1970,87.199997,92.150002
01/01/1971,92.150002,95.879997
01/02/1971,95.879997,96.75
01/03/1971,96.75,100.309998
01/04/1971,100.309998,103.949997
01/05/1971,103.949997,99.629997
01/06/1971,99.629997,98.699997
01/07/1971,99.160004,95.580002
01/08/1971,95.580002,99.029999
01/09/1971,99.029999,98.339996
01/10/1971,98.339996,94.230003
01/11/1971,94.230003,93.989998
01/12/1971,93.989998,102.089996
01/01/1972,102.089996,103.940002
01/02/1972,103.940002,106.57
01/03/1972,106.57,107.199997
01/04/1972,107.199997,107.669998
01/05/1972,107.669998,109.529999
01/06/1972,109.529999,107.139999
01/07/1972,107.139999,107.389999
01/08/1972,107.389999,111.089996
01/09/1972,111.089996,110.550003
01/10/1972,110.550003,111.580002
01/11/1972,111.580002,116.669998
01/12/1972,116.669998,118.050003
01/01/1973,118.059998,116.029999
01/02/1973,116.029999,111.68
01/03/1973,111.68,111.519997
01/04/1973,111.519997,106.970001
01/05/1973,106.970001,104.949997
01/06/1973,104.949997,104.260002
01/07/1973,104.099998,108.220001
01/08/1973,108.169998,104.25
01/09/1973,104.25,108.43
01/10/1973,108.43,108.290001
01/11/1973,108.290001,95.959999
01/12/1973,95.830002,97.550003
01/01/1974,97.550003,96.57
01/02/1974,96.57,96.220001
01/03/1974,96.220001,93.980003
01/04/1974,93.980003,90.309998
01/05/1974,90.309998,87.279999
01/06/1974,87.279999,86
01/07/1974,86,79.309998
01/08/1974,79.309998,72.150002
01/09/1974,72.150002,63.540001
01/10/1974,63.540001,73.900002
01/11/1974,73.900002,69.970001
01/12/1974,69.800003,68.559998
01/01/1975,68.650002,76.980003
01/02/1975,76.980003,81.589996
01/03/1975,81.589996,83.360001
01/04/1975,83.360001,87.300003
01/05/1975,87.300003,91.150002
01/06/1975,91.32,95.190002
01/07/1975,95.190002,88.75
01/08/1975,88.75,86.879997
01/09/1975,86.879997,83.870003
01/10/1975,83.870003,89.040001
01/11/1975,89.040001,91.239998
01/12/1975,91.239998,90.190002
01/01/1976,90.190002,100.860001
